SHA code,SHA name,PCT code,PCT name,Practice code,Practice name,Deaf and uses sign language - total responses,Yes,No,% Yes,% No
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91009,STREETS CORNER SURGERY,109,0,109,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91010,PORTLAND MEDICAL PRACTICE,217,1,216,*,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91011,THE LIMES MEDICAL CENTRE,377,1,376,*,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91013,LOCKFIELD SURGERY,327,3,324,1%,99%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91014,BRACE STREET HEALTH CENTRE,313,1,312,*,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91015,LICHFIELD ST SURGERY,152,0,152,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91016,NEW INVENTION HEALTH CENTRE,362,2,360,1%,99%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91017,NORTHGATE MEDICAL CENTRE,147,0,147,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91018,SADDLERS HEALTH CENTRE,171,0,171,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91019,RUSHALL MEDICAL CENTRE,207,0,207,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91020,SYCAMORE HOUSE MEDICAL CENTRE,309,1,308,*,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91021,LOCKSTOWN PRACTICE,336,1,335,*,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91022,HARDEN SURGERY,170,1,169,1%,99%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91024,DR NAMBISAN SURGERY,116,0,116,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91025,DARLASTON HEALTH CENTRE-ANAND,295,1,294,*,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91026,DR SHAH SURGERY,253,2,251,1%,99%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91028,BERKLEY PRACTICE,311,1,310,*,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91029,ABBEY SQUARE SURGERY,189,0,189,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91032,COLLINGWOOD FAMILY PRACTICE,294,0,294,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91033,WILLENHALL MEDICAL CENTRE-THOMAS,361,0,361,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91034,BLOXWICH MEDICAL PRACTICE,114,0,114,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91036,LEAMORE MEDICAL CENTRE,201,0,201,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91037,BLOXWICH MEDICAL PRACTICE,105,0,105,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91039,HIGH STREET SURGERY,143,0,143,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91602,KAHN'S MEDICAL CENTRE,89,0,89,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91604,FIELD ROAD SURGERY,287,0,287,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91605,WILLENHALL MEDICAL CENTRE-LOCUM GP,314,0,314,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91609,NEW ROAD MEDICAL CENTRE,90,0,90,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91610,FISHER STREET SURGERY,177,0,177,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91611,BEECHDALE CENTRE,104,0,104,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91612,ST MARY'S SURGERY,152,0,152,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91613,SAI MEDICAL CENTRE,177,0,177,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91614,STROUD PRACTICE,138,1,137,1%,99%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91616,PLECK HEALTH CENTRE,266,3,263,1%,99%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91619,BROADWAY MEDICAL CENTRE,159,0,159,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91621,PALFREY HEALTH CENTRE,190,3,187,2%,98%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91623,LOWER FARM HEALTH CENTRE,87,0,87,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91624,MOXLEY MEDICAL CENTRE,295,0,295,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91625,DR VASUDEVAM-NAIR,155,3,152,2%,98%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91626,HOLLAND PARK SURGERY,225,1,224,*,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91628,BRACE STREET HC- KUMAR,113,0,113,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91629,DR AS SURI'S PRACTICE,278,1,277,*,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91630,DR PANDIT SURGERY,235,2,233,1%,99%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91637,BLACKWOOD HEALTH CENTRE,185,0,185,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91639,DR LATTHE,89,0,89,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91640,ROUGH HAY SURGERY,245,3,242,1%,99%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91641,DR ALI SURGERY,327,1,326,*,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91642,DR NAJMI,198,0,198,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91643,KINGFISHER PRACTICE,265,0,265,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91647,PILLAI,238,0,238,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91650,ALL SAINTS SURGERY,360,0,360,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91654,HIGH STREET SURGERY,114,0,114,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91655,COALPOOL SURGERY,164,0,164,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91659,BRACE STREET HC - PAL,94,1,93,1%,99%
Q34,West Midlands SHA,5M3,Walsall Teaching ,M91660,DARLASTON HEALTH CENTRE,214,0,214,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,Y00228,AMBAR MEDICAL CENTRE,140,1,139,1%,99%
Q34,West Midlands SHA,5M3,Walsall Teaching ,Y00239,BLAKENALL MEADOW,125,0,125,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,Y00278,DARLASTON HEALTH CENTRE-KHAN,216,1,215,*,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,Y02624,THE WHARF FAMILY PRACTICE,47,0,47,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,Y02626,THE KEYS FAMILY PRACTICE,126,0,126,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,Y02627,THE VILLAGE FAMILY PRACTICE,98,0,98,0%,100%
Q34,West Midlands SHA,5M3,Walsall Teaching ,Y02628,WALSALL WALK IN HEALTH CENTRE,18,1,17,6%,94%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M84012,PARK LEYS MEDICAL PRACTICE,115,0,115,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86001,WILLENHALL  PRIMARY CARE CENTRE - 1,284,2,282,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86002,BELL GREEN HEALTH CENTRE,327,0,327,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86003,SKY BLUE MEDICAL GROUP,294,0,294,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86004,ALLESLEY PARK MEDICAL CTR,164,0,164,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86005,HILLFIELDS HEALTH CENTRE - 1,119,2,117,2%,98%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86006,JUBILEE HEALTHCARE,339,0,339,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86007,PHOENIX FAMILY CARE,376,1,375,*,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86008,THE GABLES MEDICENTRE,419,3,416,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86009,ENGLETON HOUSE SURGERY,116,0,116,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86010,FORREST MEDICAL CENTRE,131,1,130,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86011,THE CROSSLEY PRACTICE,242,5,237,2%,98%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86012,HILLFIELDS HEALTH CENTRE - 2,344,0,344,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86013,HOLYHEAD SURGERY,233,1,232,*,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86014,THE FORUM HEALTH CENTRE,338,2,336,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86015,KENYON MEDICAL CENTRES,339,4,335,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86016,STONEY STANTON MEDICAL CENTRE,149,1,148,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86017,MANSFIELD MEDICAL CENTRE,385,0,385,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86018,MOSELEY AVENUE SURGERY,154,0,154,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86019,WESTWOOD MEDICAL H/CENTRE,427,1,426,*,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86020,WOOD END HEALTH CENTRE,79,1,78,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86021,SPRINGFIELD MEDICAL PRACTICE,199,0,199,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86022,WALSGRAVE ROAD SURGERY - 1,226,0,226,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86023,BALLIOL ROAD SURGERY,326,0,326,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86026,WILLENHALL  PRIMARY CARE CENTRE - 2,228,0,228,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86027,QUINTON ROAD SURGERY,352,0,352,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86028,CENTRAL MEDICAL CENTRE,177,0,177,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86029,BROOMFIELD PARK MED.CTR.,219,0,219,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86030,KENSINGTON ROAD SURGERY,371,0,371,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86032,HOLBROOKS HEALTH TEAM,213,1,212,*,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86033,WILLENHAL OAK MEDICAL CENTRE,320,0,320,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86034,WOODSIDE MEDICAL CENTRE,221,0,221,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86035,HENLEY GREEN MEDICAL CENTRE,334,2,332,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86037,DAVENTRY ROAD SURGERY,319,1,318,*,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86038,BREDON AVENUE SURGERY,242,1,241,*,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86039,ALLESLEY VILLAGE SURGERY,183,0,183,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86040,WALSGRAVE HEALTH CENTRE,326,0,326,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86041,HKMC,363,1,362,*,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86043,MAIDAVALE SURGERY,366,0,366,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86044,PARK HOUSE,111,0,111,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86045,PARADISE MEDICAL CENTRE,254,1,253,*,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86046,COPSEWOOD MEDICAL CENTRE,287,2,285,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86048,WINDMILL ROAD HEALTH AND FAMILY CENTRE,150,0,150,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86604,WYKEN MEDICAL CENTRE,116,0,116,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86605,LIMBRICK WOOD SURGERY,338,1,337,*,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86607,LONGFORD MEDICAL CENTRE,319,3,316,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86608,BROAD LANE GP SURGERY,1,~,~,~,~
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86610,DADHANIA SURGERY,93,0,93,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86612,GEORGE ELIOT MEDICAL CENTRE,128,1,127,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86613,GOSFORD GREEN SURGERY,237,2,235,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86617,HILLFIELDS HEALTH CENTRE - 3,215,1,214,*,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86619,STATION STREET WEST SURGERY,136,1,135,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86621,SWANSWELL MEDICAL CENTRE,80,1,79,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86622,GOVIND HEALTH CENTRE,109,1,108,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86624,JUBILEE HEALTH CENTRE,329,1,328,*,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86627,STOKE ALDERMOOR MED CTRE,91,2,89,2%,98%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86629,TILE HILL SURGERY,185,0,185,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86630,BARLEY LEA HOUSE,146,1,145,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86633,EDGWICK MEDICAL CENTRE,214,2,212,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86634,TANYFRON,90,0,90,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,M86638,WOODWAY MEDICAL CENTRE,174,1,173,1%,99%
Q34,West Midlands SHA,5MD,Coventry Teaching ,Y00060,THE ANCHOR CENTRE,22,0,22,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,Y00140,TORCROSS MEDICAL CENTRE,222,1,221,*,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,Y00996,MERIDIAN,121,11,110,9%,91%
Q34,West Midlands SHA,5MD,Coventry Teaching ,Y02612,MALLING AT STOKE ALDERMOOR,99,0,99,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,Y02613,COVENTRY NHS HEALTHCARE CTR,103,4,99,4%,96%
Q34,West Midlands SHA,5MD,Coventry Teaching ,Y02784,MALLING HEALTH AT FOLESHILL,25,0,25,0%,100%
Q34,West Midlands SHA,5MD,Coventry Teaching ,Y02857,BROAD LANE SURGERY,251,0,251,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82001,MADELEY HEALTH CENTRE,247,1,246,*,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82003,STIRCHLEY MEDICAL PRACTICE,355,1,354,*,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82007,CHARLTON MEDICAL PRACTICE,375,0,375,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82009,DAWLEY MEDICAL PRACTICE,185,0,185,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82012,DONNINGTON MEDICAL PRACTICE,302,0,302,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82027,SUTTON HILL MEDICAL PRACTICE,209,0,209,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82028,WELLINGTON ROAD SURGERY,111,0,111,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82029,OAKENGATES MEDICAL PRACTICE,376,0,376,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82039,WELLINGTON MEDICAL PRACTICE,355,0,355,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82042,WOODSIDE MEDICAL PRACTICE,389,0,389,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82054,HADLEY MEDICAL PRACTICE,97,1,96,1%,99%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82056,LINDEN HALL SURGERY,221,0,221,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82057,HOLLINSWOOD SURGERY,94,0,94,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82059,SHAWBIRCH MEDICAL CENTRE,168,0,168,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82606,IRONBRIDGE MEDICAL PRACTICE,103,0,103,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82607,LEEGOMERY SURGERY,230,1,229,*,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82612,HOLLIWELL PRACTICE,155,1,154,1%,99%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82616,CHURCH CLOSE SURGERY,361,0,361,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,M82619,LAWLEY MEDICAL PRACTICE,168,0,168,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,Y01929,TRINITY HEALTH CARE CENTRE,264,2,262,1%,99%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,Y02421,MALLING HEALTH - TELFORD WIC,92,0,92,0%,100%
Q34,West Midlands SHA,5MK,Telford and Wrekin ,Y02422,MALLING HEALTH - WREKIN WIC,206,0,206,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92001,POPLARS MEDICAL CENTRE,261,0,261,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92002,THE GROUP PRACTICE ALFRED SQUIRE ROAD,266,0,266,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92003,DR SURYNI,97,0,97,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92004,PRIMROSE LANE PRACTICE,310,0,310,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92006,COALWAY ROAD MEDICAL PRACTICE,219,0,219,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92007,LEA ROAD MEDICAL PRACTICE,236,4,232,2%,98%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92008,CASTLECROFT MEDICAL PRACTICE,381,0,381,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92009,PRESTWOOD ROAD WEST SURGERY,174,2,172,1%,99%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92010,TETTENHALL MEDICAL PRACTICE,153,0,153,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92011,PENN MANOR MEDICAL PRACTICE,216,2,214,1%,99%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92012,DUNCAN STREET PRIMARY CARE PARTNERSHIP,291,3,288,1%,99%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92013,WODEN ROAD SURGERY,245,2,243,1%,99%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92014,DR FOWLER,288,0,288,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92015,DRS PAHWA,245,1,244,*,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92016,TUDOR MEDICAL CENTRE,104,0,104,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92017,DR WARIYAR,252,0,252,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92019,KEATS GROVE SURGERY,209,2,207,1%,99%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92020,BLACKHALVE LANE SURGERY,85,0,85,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92022,DR GEORGE & DR RAJCHOLAN,381,0,381,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92024,PARKFIELD MEDICAL CENTRE,326,0,326,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92026,DR BILAS,259,2,257,1%,99%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92027,CAERLEON SURGERY,147,0,147,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92028,THORNLEY STREET MEDICAL CENTRE,211,2,209,1%,99%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92029,NEWBRIDGE SURGERY,126,0,126,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92030,CHURCH STREET SURGERY,311,1,310,*,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92031,"DRS PASSI, PASSI & HANDA",263,1,262,*,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92035,ALL SAINTS SURGERY,231,2,229,1%,99%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92036,WELLINGTON ROAD SURGERY,266,3,263,1%,99%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92039,DR LINNEMANN,153,0,153,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92040,MAYFIELD MEDICAL CENTRE,313,1,312,*,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92041,PROBERT ROAD SURGERY,122,1,121,1%,99%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92042,80 TETTENHALL ROAD SURGERY,282,0,282,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92043,PENN SURGERY,341,1,340,*,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92044,DRS DE ROSA & WILLIAMS,104,0,104,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92607,WHITMORE REANS MEDICAL PRACTICE,311,5,306,2%,98%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92609,ASHFIELD ROAD SURGERY,244,1,243,*,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92610,DR KHAN,201,1,200,*,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92611,BUSHBURY HEALTH CENTRE,41,0,41,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92612,GROVE MEDICAL CENTRE,141,0,141,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92619,PORTOBELLO MEDICAL PRACTICE,164,1,163,1%,99%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92620,DR MANDAL,134,0,134,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92627,DR SHARMA,292,0,292,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92629,DRS KHARWADKAR & MAJI,119,0,119,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92630,EAST PARK MEDICAL PRACTICE,350,1,349,*,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92637,DR SRIKANTH,92,0,92,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92638,DR RYAN,104,0,104,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92640,TETTENHALL ROAD MEDICAL PRACTICE,207,1,206,*,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92642,DR KANCHAN,82,0,82,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92643,DR CHRISTOPHER,219,6,213,3%,97%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92647,BRADLEY MEDICAL CENTRE,163,0,163,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92649,DR MUDIGONDA,273,0,273,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,M92654,BRADLEY CLINIC PRACTICE,205,0,205,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,Y02636,INTRA HEALTH LIMITED,63,1,62,2%,98%
Q34,West Midlands SHA,5MV,Wolverhampton City ,Y02735,ETTINGSHALL MEDICAL CENTRE,123,0,123,0%,100%
Q34,West Midlands SHA,5MV,Wolverhampton City ,Y02736,SHOWELL PARK HEALTH & WALK IN CENTRE,86,1,85,1%,99%
Q34,West Midlands SHA,5MV,Wolverhampton City ,Y02757,BILSTON URBAN VILLAGE MEDICAL CENTRE,180,2,178,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85002,HANDSWORTH WOOD MED.CTR.,239,0,239,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85009,HAMSTEAD RD SURGERY,286,0,286,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85010,GROVE LANE SURGERY,191,2,189,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85015,SPARKHILL SURGERY,260,3,257,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85019,DR DK NANDI'S PRACTICE,149,0,149,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85020,NEWTOWN HEALTH CENTRE,73,1,72,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85024,THE LIMES MEDICAL CENTRE,195,1,194,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85051,FIRSTCARE PRACTICE,169,3,166,2%,98%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85053,THE ST.CLEMENTS SURGERY,159,1,158,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85064,FIVE WAYS HEALTH CENTRE,214,2,212,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85069,LAURIE PIKE HEALTH CENTRE,301,2,299,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85072,VITALITY ST JAMES,160,0,160,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85075,B'HAM HEARTLANDS SURGERY,236,2,234,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85078,OAKWOOD SURGERY,147,1,146,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85082,HANDSWORTH MEDICAL PRACT.,179,1,178,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85085,ANN JONES FAMILY HEALTH CTR,86,2,84,2%,98%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85093,SPARKBROOK HEALTH CENTRE,196,1,195,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85098,ROTTON PARK MEDICAL CENTRE,153,0,153,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85100,SHANKLIN HOUSE SURGERY,127,0,127,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85116,FERNLEY MEDICAL CENTRE,143,1,142,1%,99%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85123,AL-SHAFA MEDICAL CENTRE,135,0,135,0%,100%
Q34,West Midlands SHA,5MX,Heart of Birmingham Teaching ,M85127,COLLEGE ROAD SURGERY,207,1,206,*,100%
