REF_DATE,GEO,DGUID,Measures,Sex,Age_group,Categories,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 60 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840109,1.3.2.7.2.3,18.8,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 6 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108840110,1.3.3.1.1.1,27.6,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 6 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840111,1.3.3.1.1.2,23,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 6 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840112,1.3.3.1.1.3,32.8,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 6 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108840113,1.3.3.1.2.1,72.4,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 6 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840114,1.3.3.1.2.2,67.2,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 6 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840115,1.3.3.1.2.3,77,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 6 to 11,Hearing loss,Estimate,Percent,239,units ,0,v108840116,1.3.3.2.1.1,9.7,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 6 to 11,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840117,1.3.3.2.1.2,5.9,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 6 to 11,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840118,1.3.3.2.1.3,15.7,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 6 to 11,No hearing loss,Estimate,Percent,239,units ,0,v108840119,1.3.3.2.2.1,90.3,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 6 to 11,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840120,1.3.3.2.2.2,84.3,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 6 to 11,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840121,1.3.3.2.2.3,94.1,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 12 to 19,Hearing loss,Estimate,Percent,239,units ,0,v108840122,1.3.3.3.1.1,8.3,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 12 to 19,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840123,1.3.3.3.1.2,4.5,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 12 to 19,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840124,1.3.3.3.1.3,15,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 12 to 19,No hearing loss,Estimate,Percent,239,units ,0,v108840125,1.3.3.3.2.1,91.7,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 12 to 19,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840126,1.3.3.3.2.2,85,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 12 to 19,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840127,1.3.3.3.2.3,95.5,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 20 to 39,Hearing loss,Estimate,Percent,239,units ,0,v108840128,1.3.3.4.1.1,11.7,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 20 to 39,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840129,1.3.3.4.1.2,6.1,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 20 to 39,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840130,1.3.3.4.1.3,21.2,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 20 to 39,No hearing loss,Estimate,Percent,239,units ,0,v108840131,1.3.3.4.2.1,88.3,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 20 to 39,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840132,1.3.3.4.2.2,78.8,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 20 to 39,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840133,1.3.3.4.2.3,93.9,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 40 to 59,Hearing loss,Estimate,Percent,239,units ,0,v108840140,1.3.3.6.1.1,26.4,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 40 to 59,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840141,1.3.3.6.1.2,17.2,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 40 to 59,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840142,1.3.3.6.1.3,38.3,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 40 to 59,No hearing loss,Estimate,Percent,239,units ,0,v108840143,1.3.3.6.2.1,73.6,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 40 to 59,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840144,1.3.3.6.2.2,61.7,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 40 to 59,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840145,1.3.3.6.2.3,82.8,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 60 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108840146,1.3.3.7.1.1,71.1,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 60 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840147,1.3.3.7.1.2,63.4,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 60 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840148,1.3.3.7.1.3,77.8,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 60 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108840149,1.3.3.7.2.1,28.9,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 60 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840150,1.3.3.7.2.2,22.2,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Females,Ages 60 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840151,1.3.3.7.2.3,36.6,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 6 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108839774,1.1.1.1.1.1,30.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 6 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839775,1.1.1.1.1.2,27.8,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 6 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839776,1.1.1.1.1.3,32.4,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 6 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108839777,1.1.1.1.2.1,69.9,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 6 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839778,1.1.1.1.2.2,67.6,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 6 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839779,1.1.1.1.2.3,72.2,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 6 to 11,Hearing loss,Estimate,Percent,239,units ,0,v108839780,1.1.1.2.1.1,10.3,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 6 to 11,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839781,1.1.1.2.1.2,7.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 6 to 11,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839782,1.1.1.2.1.3,14.6,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 6 to 11,No hearing loss,Estimate,Percent,239,units ,0,v108839783,1.1.1.2.2.1,89.7,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 6 to 11,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839784,1.1.1.2.2.2,85.4,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 6 to 11,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839785,1.1.1.2.2.3,92.9,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 12 to 19,Hearing loss,Estimate,Percent,239,units ,0,v108839786,1.1.1.3.1.1,8.9,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 12 to 19,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839787,1.1.1.3.1.2,6.8,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 12 to 19,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839788,1.1.1.3.1.3,11.6,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 12 to 19,No hearing loss,Estimate,Percent,239,units ,0,v108839789,1.1.1.3.2.1,91.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 12 to 19,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839790,1.1.1.3.2.2,88.4,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 12 to 19,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839791,1.1.1.3.2.3,93.2,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 20 to 39,Hearing loss,Estimate,Percent,239,units ,0,v108839792,1.1.1.4.1.1,14.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 20 to 39,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839793,1.1.1.4.1.2,11.3,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 20 to 39,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839794,1.1.1.4.1.3,17.6,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 20 to 39,No hearing loss,Estimate,Percent,239,units ,0,v108839795,1.1.1.4.2.1,85.9,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 20 to 39,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839796,1.1.1.4.2.2,82.4,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 20 to 39,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839797,1.1.1.4.2.3,88.7,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 40 to 59,Hearing loss,Estimate,Percent,239,units ,0,v108839804,1.1.1.6.1.1,33.9,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 40 to 59,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839805,1.1.1.6.1.2,29.6,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 40 to 59,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839806,1.1.1.6.1.3,38.5,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 40 to 59,No hearing loss,Estimate,Percent,239,units ,0,v108839807,1.1.1.6.2.1,66.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 40 to 59,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839808,1.1.1.6.2.2,61.5,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 40 to 59,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839809,1.1.1.6.2.3,70.4,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 60 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108839810,1.1.1.7.1.1,66.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 60 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839811,1.1.1.7.1.2,61.9,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 60 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839812,1.1.1.7.1.3,70,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 60 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108839813,1.1.1.7.2.1,33.9,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 60 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839814,1.1.1.7.2.2,30,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Both sexes,Ages 60 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839815,1.1.1.7.2.3,38.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 6 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108839816,1.1.2.1.1.1,33.3,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 6 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839817,1.1.2.1.1.2,30.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 6 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839818,1.1.2.1.1.3,36.7,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 6 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108839819,1.1.2.1.2.1,66.7,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 6 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839820,1.1.2.1.2.2,63.3,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 6 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839821,1.1.2.1.2.3,69.9,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 6 to 11,Hearing loss,Estimate,Percent,239,units ,0,v108839822,1.1.2.2.1.1,11.6,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 6 to 11,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839823,1.1.2.2.1.2,7.9,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 6 to 11,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839824,1.1.2.2.1.3,16.8,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 6 to 11,No hearing loss,Estimate,Percent,239,units ,0,v108839825,1.1.2.2.2.1,88.4,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 6 to 11,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839826,1.1.2.2.2.2,83.2,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 6 to 11,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839827,1.1.2.2.2.3,92.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 12 to 19,Hearing loss,Estimate,Percent,239,units ,0,v108839828,1.1.2.3.1.1,9.3,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 12 to 19,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839829,1.1.2.3.1.2,5.7,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 12 to 19,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839830,1.1.2.3.1.3,14.7,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 12 to 19,No hearing loss,Estimate,Percent,239,units ,0,v108839831,1.1.2.3.2.1,90.7,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 12 to 19,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839832,1.1.2.3.2.2,85.3,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 12 to 19,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839833,1.1.2.3.2.3,94.3,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 20 to 39,Hearing loss,Estimate,Percent,239,units ,0,v108839834,1.1.2.4.1.1,18.9,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 20 to 39,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839835,1.1.2.4.1.2,12.1,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 20 to 39,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839836,1.1.2.4.1.3,28.4,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 20 to 39,No hearing loss,Estimate,Percent,239,units ,0,v108839837,1.1.2.4.2.1,81.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 20 to 39,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839838,1.1.2.4.2.2,71.6,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 20 to 39,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839839,1.1.2.4.2.3,87.9,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 40 to 59,Hearing loss,Estimate,Percent,239,units ,0,v108839846,1.1.2.6.1.1,37.5,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 40 to 59,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839847,1.1.2.6.1.2,32.5,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 40 to 59,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839848,1.1.2.6.1.3,42.9,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 40 to 59,No hearing loss,Estimate,Percent,239,units ,0,v108839849,1.1.2.6.2.1,62.5,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 40 to 59,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839850,1.1.2.6.2.2,57.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 40 to 59,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839851,1.1.2.6.2.3,67.5,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 60 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108839852,1.1.2.7.1.1,69.9,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 60 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839853,1.1.2.7.1.2,62.8,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 60 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839854,1.1.2.7.1.3,76.3,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 60 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108839855,1.1.2.7.2.1,30.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 60 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839856,1.1.2.7.2.2,23.7,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Males,Ages 60 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839857,1.1.2.7.2.3,37.2,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 6 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108839858,1.1.3.1.1.1,26.9,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 6 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839859,1.1.3.1.1.2,24,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 6 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839860,1.1.3.1.1.3,30,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 6 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108839861,1.1.3.1.2.1,73.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 6 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839862,1.1.3.1.2.2,70,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 6 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839863,1.1.3.1.2.3,76,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 6 to 11,Hearing loss,Estimate,Percent,239,units ,0,v108839864,1.1.3.2.1.1,8.9,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 6 to 11,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839865,1.1.3.2.1.2,5.9,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 6 to 11,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839866,1.1.3.2.1.3,13.1,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 6 to 11,No hearing loss,Estimate,Percent,239,units ,0,v108839867,1.1.3.2.2.1,91.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 6 to 11,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839868,1.1.3.2.2.2,86.9,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 6 to 11,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839869,1.1.3.2.2.3,94.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 12 to 19,Hearing loss,Estimate,Percent,239,units ,0,v108839870,1.1.3.3.1.1,8.5,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 12 to 19,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839871,1.1.3.3.1.2,5.8,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 12 to 19,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839872,1.1.3.3.1.3,12.2,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 12 to 19,No hearing loss,Estimate,Percent,239,units ,0,v108839873,1.1.3.3.2.1,91.5,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 12 to 19,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839874,1.1.3.3.2.2,87.8,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 12 to 19,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839875,1.1.3.3.2.3,94.2,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 20 to 39,Hearing loss,Estimate,Percent,239,units ,0,v108839876,1.1.3.4.1.1,9.2,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 20 to 39,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839877,1.1.3.4.1.2,4.9,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 20 to 39,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839878,1.1.3.4.1.3,16.6,E,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 20 to 39,No hearing loss,Estimate,Percent,239,units ,0,v108839879,1.1.3.4.2.1,90.8,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 20 to 39,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839880,1.1.3.4.2.2,83.4,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 20 to 39,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839881,1.1.3.4.2.3,95.1,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 40 to 59,Hearing loss,Estimate,Percent,239,units ,0,v108839888,1.1.3.6.1.1,30.3,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 40 to 59,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839889,1.1.3.6.1.2,25.7,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 40 to 59,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839890,1.1.3.6.1.3,35.3,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 40 to 59,No hearing loss,Estimate,Percent,239,units ,0,v108839891,1.1.3.6.2.1,69.7,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 40 to 59,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839892,1.1.3.6.2.2,64.7,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 40 to 59,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839893,1.1.3.6.2.3,74.3,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 60 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108839894,1.1.3.7.1.1,62.4,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 60 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839895,1.1.3.7.1.2,57.6,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 60 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839896,1.1.3.7.1.3,66.9,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 60 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108839897,1.1.3.7.2.1,37.6,,,,1
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 60 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839898,1.1.3.7.2.2,33.1,,,,1
